web-scraper-order,web-scraper-start-url,Name,Units Sold,Price
1759721426-133,https://shopee.co.th/multyshopping#product_list,Daeng Gi Meo Ri Jingi Anti Hair Loss Shampoo/Treatment 50ml แชมพู ครีมนวดผม สูตรสมุนไพร จากเกาหลี บำรุงผม,2k+ sold,149
1759721426-134,https://shopee.co.th/multyshopping#product_list,Round Lab Birch Juice Moisturizing Cleanser 150ml เจลล้างหน้า,319 sold,349
1759721426-135,https://shopee.co.th/multyshopping#product_list,Lalarecipe Yuzu Vita C Ampoule Pad 150 ml.โทนเนอร์แพดเนื้อแอมพูล,423 sold,400
1759721426-136,https://shopee.co.th/multyshopping#product_list,Terra Pafe Comfrey Herbal Balm 7 g.,332 sold,1
1759721426-137,https://shopee.co.th/multyshopping#product_list,Some By Mi Yuja Niacin Anti Blemish Daily Mask (30 แผ่น) 350 ML. ผิวกระจ่างใส,3 sold,800
1759721426-138,https://shopee.co.th/multyshopping#product_list,ซื้อ 2 ชิ้น ราคา 159 บาท จนถึงวันที่ 22/10/25 เท่านั้น*** D-nee Beauty Cotton Pad Save Toner (200 แผ่น) สำลีแผ่น,263 sold,159
1759721426-139,https://shopee.co.th/multyshopping#product_list,Grrrbeauty Secret Santa Grrrbeauty Hydrocolloid Acne Patches 12 patches 10 g.,43 sold,99
1759721426-140,https://shopee.co.th/multyshopping#product_list,Glowpop Airbrush Acne Blur Concealer Pen คอนซิลเลอร์,191 sold,159
1759721426-141,https://shopee.co.th/multyshopping#product_list,SKINTIFIC Msh Niacinamide Brightening Moisture Gel 80g. MSH ไนอาซินาไมด์ ไบร์ทเทนนิ่ง มอยส์เจอร์ เจล,219 sold,689
1759721426-142,https://shopee.co.th/multyshopping#product_list,Canmake-Marshmallow Finish Powder Abloom #03 Plumeria Wreath 4 g. แป้งโปรงแสงเนื้อละเอียด เนียนนุ่ม ดุจมาร์ชแมลโล่,284 sold,399
1759721426-143,https://shopee.co.th/multyshopping#product_list,4U2-This Is Not An Eyeliner อายไลน์เนอร์ปากกา,444 sold,199
1759721426-144,https://shopee.co.th/multyshopping#product_list,Hadabirei-Mask Sheet มาส์กหน้า,3k+ sold,39
1759721426-145,https://shopee.co.th/multyshopping#product_list,Terra Pafe Perfume Balm 7 g. น้ำหอมบาล์มแบบแท่ง,483 sold,90
1759721426-146,https://shopee.co.th/multyshopping#product_list,4U2 Glassy Babe 4 g. ลิปกลอสเนื้อเอสเซนส์ (Essence) ให้ความชุ่มชื้น,,249
1759721426-147,https://shopee.co.th/multyshopping#product_list,4U2 Matte Balm 4.75 g. ลิปบาล์มเนื้อแมท,2k+ sold,299
1759721426-148,https://shopee.co.th/multyshopping#product_list,Jmella In France Disney Hair Treatment 500 ml. ทรีทเมนท์บำรุงผม,3k+ sold,399
1759721426-149,https://shopee.co.th/multyshopping#product_list,Grrr Beauty Popstar! Grrr Hydrocolloid Acne Patches แผ่นแปะสิวไฮโดรคอลลอยด์ ช่วยดูดสิว ลดรอยแดง,971 sold,149
1759721426-150,https://shopee.co.th/multyshopping#product_list,ViVa Prebiotic Baby Wipes 40 Sheets,56 sold,18
1759721426-151,https://shopee.co.th/multyshopping#product_list,Withat Luxury Fabric Softener 500ml.น้ำยาปรับผ้านุ่ม,55 sold,99
1759721426-152,https://shopee.co.th/multyshopping#product_list,Withat Juicy Jelly Tint 4.5ml วิทแทท ลิปทิ้นต์ เจลลี่ทินต์,723 sold,109
1759721426-153,https://shopee.co.th/multyshopping#product_list,4U2 Girlfriends Mousse Lip Cup 5 g.ลิปกระปุก เนื้อโยเกิร์ตมูส,5k+ sold,259
1759721426-154,https://shopee.co.th/multyshopping#product_list,Jmella In France Body Care Set 200 ml. (Blooming Peony),333 sold,299
1759721426-155,https://shopee.co.th/multyshopping#product_list,Koco Hair Removing Cream Body 35 g. ครีมกำจัดขนกาย,368 sold,49
1759721426-156,https://shopee.co.th/multyshopping#product_list,4U2 Jelly Highlight 2.3 g.ไฮไลท์เจลลี่ เนื้อนุ่ม,36 sold,199
1759721426-157,https://shopee.co.th/multyshopping#product_list,Love Potion Blush PH Black love 2.8 g บลัชสีดำ เปลี่ยนสีตามค่า PH,299 sold,179
1759721426-158,https://shopee.co.th/multyshopping#product_list,Felicia Sanitary Napkin Pad Ultra Slim Guard (29 Cm. 12ชิ้น) 1.25 g. ผ้าอนามัย,367 sold,75
1759721426-159,https://shopee.co.th/multyshopping#product_list,Kage-Brownie Shading Powder 5g. คอนทัวร์เนื้อแมททูโทน,184 sold,199
1759721426-160,https://shopee.co.th/multyshopping#product_list,Sasi-Kiss&Blush Stick ศศิ บลัชออนแท่งแบบครีม คิส แอน,2k+ sold,1
1759721426-161,https://shopee.co.th/multyshopping#product_list,The Saem-Saemmul Single Blusher บลัชออน บลัชออนสีละมุน,3k+ sold,109
1759721426-162,https://shopee.co.th/multyshopping#product_list,4U2-Matte Skin Primer 35ml. ไพรเมอร์เนื้อเจล,391 sold,399
1759721426-163,https://shopee.co.th/multyshopping#product_list,Love Potion Galaxy Gloss 3 g.เลิฟโพชั่น กาแล็กซี ลิปออยล์,241 sold,199
